
epoch	loss	acc	val_loss	val_acc
47	0.985005	0.531429	1.013868	0.586667
48	0.961291	0.557143	1.035931	0.466667
49	0.973991	0.528571	1.014312	0.486667
50	0.961536	0.525714	1.006289	0.580000
51	0.957370	0.548571	1.011719	0.580000
52	0.957809	0.531429	1.000578	0.580000
53	0.960855	0.597143	1.003664	0.580000
54	0.962889	0.545714	0.993254	0.586667
55	0.946160	0.560000	1.003377	0.573333
56	0.945184	0.554286	0.995000	0.580000
57	0.948130	0.557143	0.981266	0.586667
58	0.937067	0.574286	0.981364	0.586667
59	0.931503	0.585714	0.978795	0.586667
60	0.930290	0.560000	1.004759	0.580000
61	0.924551	0.580000	0.969922	0.586667
62	0.928607	0.574286	0.975974	0.580000
63	0.925423	0.560000	0.966156	0.586667
64	0.918310	0.574286	0.957645	0.586667
65	0.924286	0.574286	0.956715	0.593333
66	0.926917	0.580000	0.963107	0.586667
67	0.917613	0.582857	0.987404	0.580000
68	0.925354	0.582857	0.951375	0.586667
69	0.910342	0.585714	0.956622	0.586667
70	0.920224	0.585714	0.976103	0.586667
71	0.911903	0.577143	0.957425	0.586667
72	0.909372	0.574286	0.954855	0.593333
73	0.907103	0.591429	0.946567	0.586667
74	0.903910	0.580000	0.962809	0.586667
75	0.901153	0.585714	0.954560	0.586667
76	0.899617	0.585714	0.951931	0.586667
77	0.898864	0.585714	0.947665	0.586667
78	0.895798	0.585714	0.944172	0.586667
79	0.909641	0.585714	0.939153	0.586667
80	0.893389	0.585714	0.948687	0.593333
81	0.898477	0.585714	0.944674	0.586667
82	0.897108	0.582857	0.940957	0.586667
83	0.896208	0.585714	0.959935	0.586667
84	0.899919	0.574286	0.969757	0.586667
85	0.896404	0.594286	0.952597	0.586667
86	0.903244	0.582857	0.938764	0.586667
87	0.896427	0.594286	0.939924	0.586667
88	0.890596	0.582857	0.938418	0.586667
89	0.901536	0.602857	0.951822	0.586667
90	0.907700	0.591429	0.957189	0.586667
91	0.919672	0.568571	0.940130	0.586667
92	0.894570	0.585714	0.946422	0.586667
93	0.885278	0.582857	0.964823	0.586667
94	0.882379	0.597143	0.944019	0.586667
95	0.891674	0.594286	0.941161	0.586667
96	0.885988	0.600000	0.958233	0.586667
97	0.903407	0.585714	0.950793	0.586667
98	0.893824	0.588571	0.947905	0.593333
99	0.892640	0.591429	0.946256	0.586667
100	0.883838	0.582857	0.942901	0.586667
101	0.898075	0.591429	0.949648	0.593333
102	0.900348	0.568571	0.967908	0.586667
103	0.885615	0.582857	0.976503	0.573333
104	0.904334	0.588571	0.946732	0.593333
105	0.888877	0.585714	0.943154	0.586667
106	0.882728	0.577143	0.947731	0.586667
107	0.889698	0.582857	0.946295	0.586667
108	0.880575	0.577143	0.944249	0.586667
109	0.886591	0.574286	0.939215	0.586667
110	0.870907	0.580000	0.977866	0.586667
111	0.896083	0.594286	0.947363	0.586667
112	0.890458	0.588571	0.951396	0.586667
113	0.888124	0.600000	0.950715	0.593333
114	0.884782	0.608571	0.945524	0.586667
115	0.885130	0.602857	0.952860	0.586667
116	0.892187	0.574286	0.965566	0.573333
117	0.887270	0.600000	0.951670	0.586667
118	0.883519	0.600000	0.952753	0.586667
119	0.880747	0.591429	0.939607	0.586667
120	0.878869	0.605714	0.941615	0.586667
121	0.875407	0.591429	0.949898	0.586667
122	0.877514	0.580000	0.956986	0.586667
123	0.885927	0.600000	0.958184	0.593333
124	0.885423	0.580000	0.968598	0.560000
125	0.889280	0.588571	0.944837	0.586667
126	0.880949	0.597143	0.970309	0.586667
127	0.879836	0.600000	0.958411	0.586667
128	0.871936	0.620000	0.946700	0.593333
129	0.880650	0.600000	0.967854	0.586667
130	0.874614	0.574286	0.949339	0.586667
131	0.878241	0.600000	0.968953	0.586667
132	0.868006	0.585714	0.941543	0.593333
133	0.873750	0.597143	0.948707	0.586667
134	0.880549	0.577143	0.954807	0.586667
135	0.902488	0.568571	0.944971	0.586667
136	0.887019	0.585714	0.971438	0.586667
137	0.877436	0.585714	0.953726	0.586667
138	0.882388	0.591429	0.942726	0.586667
139	0.879165	0.588571	0.947426	0.586667
140	0.869651	0.605714	0.982979	0.580000
141	0.887494	0.580000	0.945946	0.586667
142	0.870553	0.611429	0.983247	0.586667
143	0.863754	0.611429	0.952200	0.586667
144	0.867663	0.588571	0.944449	0.593333
145	0.869348	0.588571	0.955339	0.586667
146	0.876667	0.585714	0.954123	0.593333
147	0.871831	0.585714	0.947248	0.586667
148	0.876036	0.597143	0.965989	0.586667
149	0.885765	0.597143	0.946372	0.593333
150	0.884051	0.602857	0.958478	0.586667
151	0.864518	0.617143	0.977082	0.586667
152	0.878426	0.580000	0.946536	0.586667
153	0.876466	0.594286	0.948423	0.586667
154	0.888791	0.588571	0.950285	0.586667
155	0.872255	0.591429	0.960357	0.586667
156	0.867856	0.597143	0.955270	0.586667
157	0.870496	0.600000	0.950082	0.593333
158	0.891649	0.582857	0.948103	0.593333
159	0.864830	0.591429	0.969540	0.586667
160	0.873237	0.580000	0.972056	0.586667
161	0.867808	0.602857	0.952695	0.586667
162	0.874218	0.594286	0.946315	0.586667
163	0.865015	0.591429	0.968667	0.593333
164	0.891823	0.591429	0.954833	0.593333
165	0.883533	0.574286	0.950770	0.586667
166	0.879524	0.580000	0.975640	0.586667
167	0.866990	0.597143	0.950314	0.593333
168	0.863802	0.594286	0.993810	0.573333
169	0.866591	0.617143	0.974662	0.586667
170	0.880905	0.597143	0.955598	0.586667
171	0.872894	0.580000	0.960435	0.586667
172	0.867485	0.594286	0.951744	0.593333
173	0.876504	0.591429	0.948404	0.593333
174	0.876824	0.582857	0.947931	0.593333
175	0.864081	0.591429	0.947702	0.593333
176	0.868242	0.608571	0.979482	0.586667
177	0.874402	0.588571	0.954446	0.586667
178	0.877734	0.600000	0.973774	0.586667
179	0.884947	0.580000	0.959136	0.586667
180	0.868905	0.608571	0.953605	0.586667
181	0.870506	0.594286	0.951430	0.593333
182	0.893278	0.585714	0.944834	0.593333
183	0.884534	0.597143	0.962742	0.586667
184	0.869032	0.582857	0.959486	0.593333
185	0.886595	0.580000	0.955257	0.586667
186	0.869200	0.585714	0.965750	0.586667
187	0.877576	0.591429	0.955786	0.586667
188	0.860391	0.600000	0.983543	0.586667
189	0.875458	0.588571	0.958934	0.586667
190	0.876784	0.585714	0.972394	0.580000
191	0.881604	0.594286	0.949687	0.593333
192	0.864612	0.614286	0.948351	0.593333
193	0.880698	0.597143	0.977771	0.586667
194	0.875604	0.602857	0.961090	0.586667
195	0.870807	0.591429	0.953426	0.593333
196	0.872068	0.597143	0.959290	0.586667
197	0.865556	0.594286	1.004312	0.580000
198	0.866442	0.608571	0.951308	0.593333
199	0.874275	0.611429	0.967246	0.586667
